Hash,cuda_fft_2
ReproducibilityFlags.RERUN,dfc3466fc683db8e840dc7e7adadb59038f5a01ff0c86db663533338b608f5eb
ReproducibilityFlags.REPEAT,2a524ce8cbce1791f1dc3c364bfea9c90f743a9daf7580949f41b5e2d22cc19b
ReproducibilityFlags.RECOMPUTE,45c1c77145cb9442ce25b80eba841b78e510b8bea1119cc313ab448b17b9c54b
ReproducibilityFlags.REPRODUCE,7e43013717261114219c7f6ab19f6f89e7ef82d872a9485fb3346f33113c4744
ReproducibilityFlags.REPLICATE_SCI,b02ac3cf347423f9bce089e56c50db49d469e82865ac25c56779f9403c097f38
ReproducibilityFlags.REPLICATE_COMP,fe59d03baca5a6bf6d53dfcc4c6cf0200a89297e9859f5730f816c4b6246a16f
ReproducibilityFlags.REPLICATE_TOTAL,045b09d7f8ce990012903132255d749fcdf391cc2762bc205e5a3c16d6690f55
