Hash,cuda_fft_13
ReproducibilityFlags.RERUN,dfc3466fc683db8e840dc7e7adadb59038f5a01ff0c86db663533338b608f5eb
ReproducibilityFlags.REPEAT,2a524ce8cbce1791f1dc3c364bfea9c90f743a9daf7580949f41b5e2d22cc19b
ReproducibilityFlags.RECOMPUTE,c39413abb31849823c261d588a1f63fc9004d0199af1c1c96fbe390550b84643
ReproducibilityFlags.REPRODUCE,0720992ff87f681b3d2269e342ea14decdd2c85f5adcb0eb0c8d96457fd48236
ReproducibilityFlags.REPLICATE_SCI,e4785320e1684a0b99cbee27a2fd90cce8a8be1aacbf9c6d7e945c42d79f9c2a
ReproducibilityFlags.REPLICATE_COMP,fbc68bb7ffd77991609a3a6ff945e4a409334ebc6c6d70ba68122a896f54edce
ReproducibilityFlags.REPLICATE_TOTAL,9b7abe04757b710327adae1ee58f777c030481b212d7027089ec9e9945c3a58c
