Hash,fftw_fft_0
ReproducibilityFlags.RERUN,dfc3466fc683db8e840dc7e7adadb59038f5a01ff0c86db663533338b608f5eb
ReproducibilityFlags.REPEAT,7ae3067c40b647f5aae5f84d8aa561ab468aeb02193e8f44ef8de117f2433d75
ReproducibilityFlags.RECOMPUTE,c0c4ceda8683f72d3d9b018e4b598e0433975ca5d0499047d05f9d54e2690e02
ReproducibilityFlags.REPRODUCE,38c042a1326fa663ca5635d6dd951aaf119f700f3e09608985082b20d698dfa7
ReproducibilityFlags.REPLICATE_SCI,2ae29784b11e8c13cd764d61a4516cdbd2791d64cf0f9e3190b5d573360a5e8d
ReproducibilityFlags.REPLICATE_COMP,0ae00c31b5e3e34cffe488a0b71b5f49f1dc4c8381c24595e8d0d0240bc82086
ReproducibilityFlags.REPLICATE_TOTAL,1bacf6241fbb3fd56ac1fdbbb8d452a4b113504cf40a177e98d4e6b58b578ca7
