Method,0,1,2,3,4,5,6,7,8,9,10,11,12,13
cuda_fft,b008b9233b16161e64b612e5b44bc72437c68b0c135931bf4398667238e0ead2,e8af1a24a4612f9980b6f3ba314eed5a6cbcf865142f9e2bcc92e2f492fa3d77,7e43013717261114219c7f6ab19f6f89e7ef82d872a9485fb3346f33113c4744,4c051c4fac0cf4bff589d882c4641cd7936df6b087cf2b17c02b42d18ba53460,6278adebd95accf7f2584ffa9b774999a43dd2bd21401bcab2b5ed7c2016bcbf,1dd1626e6e906670215346929581edc670ef16337945a5881e03a318550f28ff,6ac11dfe7cb65f4cee96d7e5e949e1032faf1a5483aa3e8d128c6aba5fe6b8c4,2e75665a948c4dd52f077b6cef33722a4aa30c83337cca506ef7f6c5da88e756,8b7ca3bd39a7f18b2ef35178e5b60ec0169d80bab9cd2a2828f5fc60424baf93,f01a8321d638eaf7140062f07972e0259cada799cc9fff230e179c93361ac284,964113d249c6109f15181d0db56ec8f5754562abce5d4fb03f52a8fec4f972ed,d2c49210e3107a9df22f9ba6a660d6b24d5fdf27775f05782b4476bf2e550d6d,189117ff528a1b9aa3fc61feaaed4e1029334fef9902fccbeb00e1020fca4f3e,0720992ff87f681b3d2269e342ea14decdd2c85f5adcb0eb0c8d96457fd48236
fftw_fft,38c042a1326fa663ca5635d6dd951aaf119f700f3e09608985082b20d698dfa7,97438dacbd72c4678db2ae2445246142fd2b6fd89ae7afdf21f4ac30091f472e,8311f43276a95a547e1b8d5376f4b4c0df52497d69f39e4a80e2347dec13b1c9,09fbdd1e85c6e366536ddcd544ab23f2f452fba27a1d34a47be046f77ead91d7,1d03b385443e73624fad3f133c21b8ab783273f11de3bd470784e330d3e6230f,4e2a41902104b99678258f1da3c1faae18b5fff095758d7bba64fa4f673da7e6,11aa061d4d8fd22ac3b67f5f8cffcff0b55f4db860802d6dea1ae4d1eff5965d,101dd5d5b5a266ec3e02e1ab3ea135b2b4fe92a90d1e1bcc27313396e229473b,42f906d50a51715b4ae42ab6275fd2f69cf838b54559bff25a2f7f78bfe2d18b,3e508ac86f391b377c3335c71dea5c8e19341ba05b186f5f506f243fff3b57ed,2bdc9c6d844a4f0ea18ced22e2606ed56092ba7ab61f48390ed5b46453f2a893,8183256c232a0ba357b4d090fdd8cc71a7a6fb9287ad6ca5576b2bf92206b2d6,dc35f388f159c35892d7f304c023707acd47fd41c224dcef33507ed08dc6afbe,737e98f05bcfc02aa381521a1f517f4dee8c15b7976f4b42a9bbd4407cb459c5
numpy_fft,0255faec8536979562350baee5a6ec688b431589729d13c305ce99fe280e306b,3456a9117c8e95b0f291e96367577dcbb8cb7fc611c54e23a80c04f95a749a73,eb1cd6d638b6ff1519babb20a9db7a9889617120276a9fbcfb1c9daf19e6ed55,1c8aada023dcb2a226013ffa6c27775192a05700974fe52b54081f01e2c805d1,ba0d4ed29caf10cdf15fa090bda2e08494abac64eee2775b1a192fe2c493747f,aa7d4f272d6579a8b771431791b3a9997f7c66e8778cac8b0643ca8eb378cc2e,23ff00268c00daefe51c24468a1392ef9822b13510a62e885869f5d635a3b9fa,96d2c34dbf997a0375a89034d7bd16c8fe08eaeb7ce060b28048a9af04999b92,601da7d82ebb90a4763bc69ce459dad2316359ad2671473491d8a55863a5d509,23bfab522d0295a7348e959658b6a6d6f4502bfbbe00fd37fe96e0e527748499,ade1a1e809fb9158e2e2399c63979c882e09987cc4f87fa177e816437b3084d4,5a3feab25bf5d3865ce3962f86394f0e81b4fa7599cdfba6dc3bd98249e5c600,170a2926e61f470779183eb7b972a55f0eb7ebd6234ca6ae14495e3ee3601f14,137a2c21715f524ed411d91bcc019e6c2e2fe03ee5ea24f59aa78f7e200f5696
numpy_pointwise,9f3220a8ffb8337c4ce2f07ccaff67c0d5bc02e2ccf5c88ed4142b828b33ca37,27dc1711a8b5796f0a1030d85c81e6ed557d642fb65fb1f28080b21a0e01fa72,eb4bafa4664927d99e46a8d78d7d639e76705082354d088b494170ffeb60f23b,09ff4f8e2ece159b13541f0b9ad930ffeea4b5bf59d31b2640194ae135778c91,9f3220a8ffb8337c4ce2f07ccaff67c0d5bc02e2ccf5c88ed4142b828b33ca37,0d7177fdaaf41d2442dafa5d4eb9db04bd0768f45bd077e38abd03adf13fd96f,24b8dfea278c9ced28286337a4e5903e14df9fb63b7f0b6276b1be54efc3d42d,7fd6e6a48287f5755ae5a65523e2ad302dc334678ad6e30fced031811d93331a,4d8a0402cb065ab80bf586ea93dcbc68ee498a6ddacdafc948572d0ebf030ac3,d4eb5379952d6a3fe51389803ea0fdde046f385c5551b4e6df3e42ecc8d4deb8,f51eac3a782c417cea82f7c5e3938009f7d6f4ec2020eb0fa64947dc32356763,7523aedff5dd3ebf98b502cc002e2ecfe68cd89d5a7fd7c34a2c3139544b82c7,90c643b857ebea3eaf503e6f3f28d82f9439a78a299d49b7e70de67e3d7760f7,954ffe3e2236cf3f610e8fc115788c62f1f5a91c958b3e0ee0b7865d1cb8931a
