Hash,fftw_fft_11
ReproducibilityFlags.RERUN,dfc3466fc683db8e840dc7e7adadb59038f5a01ff0c86db663533338b608f5eb
ReproducibilityFlags.REPEAT,7ae3067c40b647f5aae5f84d8aa561ab468aeb02193e8f44ef8de117f2433d75
ReproducibilityFlags.RECOMPUTE,c0c4ceda8683f72d3d9b018e4b598e0433975ca5d0499047d05f9d54e2690e02
ReproducibilityFlags.REPRODUCE,8183256c232a0ba357b4d090fdd8cc71a7a6fb9287ad6ca5576b2bf92206b2d6
ReproducibilityFlags.REPLICATE_SCI,9483356cf82f7933d6ec708846e47412a1a89835ccf25643cfd49243aebbc48c
ReproducibilityFlags.REPLICATE_COMP,bfd3dd50de6654c51ab41d1c2884f6657f1f800a82c7dc5e6de4bd11a1d60ae5
ReproducibilityFlags.REPLICATE_TOTAL,355503c2db19ae9186aef135299c569591f236dc95214fa9caf143c89b72b67b
