Hash,fftw_fft_10
ReproducibilityFlags.RERUN,dfc3466fc683db8e840dc7e7adadb59038f5a01ff0c86db663533338b608f5eb
ReproducibilityFlags.REPEAT,7ae3067c40b647f5aae5f84d8aa561ab468aeb02193e8f44ef8de117f2433d75
ReproducibilityFlags.RECOMPUTE,c0c4ceda8683f72d3d9b018e4b598e0433975ca5d0499047d05f9d54e2690e02
ReproducibilityFlags.REPRODUCE,2bdc9c6d844a4f0ea18ced22e2606ed56092ba7ab61f48390ed5b46453f2a893
ReproducibilityFlags.REPLICATE_SCI,d5b6ef6ac7f4308d0ac575d417bebc6fb4dee7397ea498f0f8e1a88ee0f9531b
ReproducibilityFlags.REPLICATE_COMP,60213a72835c7d9f374a5605d5db82ecc6d13369dd874ab82f1c1c6f8b6b0f68
ReproducibilityFlags.REPLICATE_TOTAL,117eb667d0735fa29bbdf85277e7203ad810a4dce8ce1291c0927b5ef1de10a2
