Hash,cuda_fft_11
ReproducibilityFlags.RERUN,dfc3466fc683db8e840dc7e7adadb59038f5a01ff0c86db663533338b608f5eb
ReproducibilityFlags.REPEAT,2a524ce8cbce1791f1dc3c364bfea9c90f743a9daf7580949f41b5e2d22cc19b
ReproducibilityFlags.RECOMPUTE,c39413abb31849823c261d588a1f63fc9004d0199af1c1c96fbe390550b84643
ReproducibilityFlags.REPRODUCE,d2c49210e3107a9df22f9ba6a660d6b24d5fdf27775f05782b4476bf2e550d6d
ReproducibilityFlags.REPLICATE_SCI,5aa27567a578d23ac0fa84f44656dc3ad34fbb8dd0f97e76468e818375be8c0c
ReproducibilityFlags.REPLICATE_COMP,fd6cd6b4be90159828d5bc031e7516d9c880c2ad30e1c59a875667c46ea24c40
ReproducibilityFlags.REPLICATE_TOTAL,945e8b2b04b91936f86e212c6e838a1a0c1e6b0ae8e0ff0c31cbf8db74e7bbbb
