Hash,cuda_fft_12
ReproducibilityFlags.RERUN,dfc3466fc683db8e840dc7e7adadb59038f5a01ff0c86db663533338b608f5eb
ReproducibilityFlags.REPEAT,2a524ce8cbce1791f1dc3c364bfea9c90f743a9daf7580949f41b5e2d22cc19b
ReproducibilityFlags.RECOMPUTE,c39413abb31849823c261d588a1f63fc9004d0199af1c1c96fbe390550b84643
ReproducibilityFlags.REPRODUCE,189117ff528a1b9aa3fc61feaaed4e1029334fef9902fccbeb00e1020fca4f3e
ReproducibilityFlags.REPLICATE_SCI,b23acf31fa970c73d78c4db1a2fef084cac33f3166c6106bd256f5a4ea29c4c1
ReproducibilityFlags.REPLICATE_COMP,ecb1b8850735f77ae99b014da6235d0966c18852a204d8bb59cd1733cdef5b4b
ReproducibilityFlags.REPLICATE_TOTAL,b8c324722d9650339d79c335c8152842e96775c567ccfe7bcc09010753f7b53e
