Hash,averageNumPySimple,averageMySimple,Match
ReproducibilityFlags.RERUN,bbd6b0e742434f12c33a61e165ace240551119cfd221f6ae2d4a5504e6c1ca62,bbd6b0e742434f12c33a61e165ace240551119cfd221f6ae2d4a5504e6c1ca62,True
ReproducibilityFlags.REPEAT,8b2dc14956919ad5f4f12262682481042990a02dca5b36f124cf036aa65702b8,8b2dc14956919ad5f4f12262682481042990a02dca5b36f124cf036aa65702b8,True
ReproducibilityFlags.REPRODUCE,88ef72d30ab83c05ffb945d1fdbaedacd91c5dd7edc457a44a2126b1e01cbb5d,826656b6131d6bda25b0b5bb3c7cc8c3de4e4e94bca7163df73bd3afe232f4b5,False
ReproducibilityFlags.REPLICATE_SCI,90891479fdb8e0a181fd6a281d83f71e823348c5ecbf6ed09c8b51389032d16b,96aa9608d462a9e9b5e9e8ca901f397b8766650cae7a5bae1352da4c4aeeb86b,False
ReproducibilityFlags.REPLICATE_COMP,64c1d39ebbfc778645bb31c0c7ec15b9d9d2bf6e42ff312d7f578ef384c5fce2,cca46eae3b917c8f6fcdc43c387b2ad1dcb753340504ccd0b2a36a93aaeb8753,False
